IdGestion;DiasAtraso;MontoDeuda;Canal;ContactoEfectivo;PromesasCumplidas;NotaGestor;Pago30d
324;109.0;89935.66;email;no;0;no atiende el telefono, el numero figura fuera de servicio;0
325;62.0;10674.72;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
326;23.0;155905.28;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
327;46.0;25277.78;telefono;si;1;se niega a pagar y menciona que iniciara un reclamo;1
328;181.0;52601.92;telefono;no;1;toma nota de la gestion sin comprometer una fecha;0
329;121.0;52444.9;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
330;110.0;53140.14;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
331;244.0;52433.77;email;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
332;96.0;40449.86;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
333;103.0;58579.36;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;1
334;62.0;21208.89;visita;si;2;atendio un tercero que dice no conocer al titular;0
335;13.0;108812.12;email;si;0;no atiende el telefono, el numero figura fuera de servicio;1
336;83.0;16565.83;whatsapp;si;2;toma nota de la gestion sin comprometer una fecha;1
337;134.0;53151.35;whatsapp;no;1;solicita que le enviemos los datos de la cuenta por escrito;0
338;21.0;26267.99;whatsapp;no;2;no atiende el telefono, el numero figura fuera de servicio;0
339;237.0;12236.13;email;no;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
340;156.0;30189.64;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
341;199.0;15438.81;telefono;si;0;se envia detalle de la deuda por el canal habitual;0
342;40.0;16909.38;visita;si;2;se deja mensaje en el contestador con los datos de contacto;1
343;237.0;168740.18;whatsapp;si;0;consulta el monto exacto para ponerse al dia esta semana;0
344;50.0;45931.35;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
345;87.0;32694.39;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
346;22.0;301370.67;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
347;88.0;39394.83;telefono;si;5;consulta el monto exacto para ponerse al dia esta semana;1
348;139.0;68078.77;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;0
349;227.0;207829.05;email;no;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
350;141.0;14323.56;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
351;52.0;120609.18;email;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
352;158.0;55928.02;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
353;288.0;86361.15;telefono;si;2;no atiende el telefono, el numero figura fuera de servicio;0
354;63.0;28404.97;telefono;si;0;consulta el monto exacto para ponerse al dia esta semana;0
355;75.0;110614.22;whatsapp;si;3;manifiesta intencion de regularizar apenas cobre el sueldo;1
356;71.0;21619.05;email;si;4;se envia detalle de la deuda por el canal habitual;1
357;65.0;230937.32;visita;si;0;se deja mensaje en el contestador con los datos de contacto;0
358;6.0;79442.54;whatsapp;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
359;141.0;13524.17;whatsapp;si;2;atendio un tercero que dice no conocer al titular;0
360;64.0;26981.38;visita;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
361;134.0;26047.27;whatsapp;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
362;133.0;72537.92;telefono;si;2;solicita que le enviemos los datos de la cuenta por escrito;0
363;30.0;8252.92;whatsapp;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
364;143.0;51092.64;telefono;no;1;toma nota de la gestion sin comprometer una fecha;0
365;96.0;33846.12;email;si;0;se niega a pagar y menciona que iniciara un reclamo;1
366;196.0;68275.13;telefono;no;3;no atiende el telefono, el numero figura fuera de servicio;0
367;183.0;38664.55;whatsapp;no;3;se deja mensaje en el contestador con los datos de contacto;0
368;24.0;25331.32;visita;si;2;consulta el monto exacto para ponerse al dia esta semana;1
369;327.0;38116.11;email;no;2;atiende y pide volver a llamar en horario de la tarde;0
370;95.0;12589.43;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
371;44.0;48260.64;email;no;1;se envia detalle de la deuda por el canal habitual;0
372;80.0;56773.52;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
373;196.0;10746.95;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;0
374;272.0;22052.53;whatsapp;no;1;toma nota de la gestion sin comprometer una fecha;0
375;46.0;37430.04;whatsapp;si;0;se niega a pagar y menciona que iniciara un reclamo;1
376;94.0;45560.47;whatsapp;si;0;atendio un tercero que dice no conocer al titular;1
377;114.0;116293.67;whatsapp;no;0;se envia detalle de la deuda por el canal habitual;0
378;91.0;83841.75;whatsapp;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
379;155.0;50858.54;visita;si;1;se envia detalle de la deuda por el canal habitual;0
380;82.0;21802.87;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
381;172.0;30351.54;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;1
382;229.0;42365.6;telefono;si;2;se envia detalle de la deuda por el canal habitual;0
383;44.0;77463.39;visita;si;3;atendio un tercero que dice no conocer al titular;1
384;46.0;50303.68;visita;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
385;60.0;10676.8;telefono;si;1;consulta el monto exacto para ponerse al dia esta semana;0
386;43.0;57539.7;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
387;64.0;20237.23;whatsapp;si;0;toma nota de la gestion sin comprometer una fecha;1
388;221.0;92726.23;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;0
389;79.0;183402.5;visita;no;0;se niega a pagar y menciona que iniciara un reclamo;0
390;34.0;98994.92;whatsapp;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
391;134.0;21188.44;visita;si;1;se deja mensaje en el contestador con los datos de contacto;0
392;111.0;23703.15;whatsapp;si;2;se niega a pagar y menciona que iniciara un reclamo;0
393;52.0;46909.4;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
394;103.0;135596.95;whatsapp;si;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;1
395;100.0;31166.88;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
396;199.0;79831.3;whatsapp;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;0
397;131.0;53207.84;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
398;76.0;16130.43;whatsapp;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
399;40.0;21255.2;whatsapp;si;1;no atiende el telefono, el numero figura fuera de servicio;1
400;123.0;8687.82;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
401;44.0;54102.13;whatsapp;no;0;toma nota de la gestion sin comprometer una fecha;0
402;76.0;107650.65;visita;no;2;toma nota de la gestion sin comprometer una fecha;0
403;77.0;236565.64;telefono;si;0;se niega a pagar y menciona que iniciara un reclamo;0
404;103.0;79560.93;whatsapp;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
405;90.0;18587.88;telefono;no;0;atiende y pide volver a llamar en horario de la tarde;0
406;119.0;38436.64;whatsapp;si;1;toma nota de la gestion sin comprometer una fecha;1
407;85.0;64076.85;telefono;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
408;199.0;34179.64;visita;si;0;toma nota de la gestion sin comprometer una fecha;0
409;47.0;39906.48;telefono;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
410;82.0;32464.59;telefono;si;1;toma nota de la gestion sin comprometer una fecha;0
411;272.0;21332.39;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;0
412;140.0;57757.84;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
413;244.0;30049.11;whatsapp;si;0;se deja mensaje en el contestador con los datos de contacto;0
414;330.0;51671.74;telefono;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
415;142.0;31812.38;visita;no;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
416;111.0;133328.44;telefono;si;1;toma nota de la gestion sin comprometer una fecha;0
417;349.0;57171.47;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
418;63.0;19417.51;visita;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
419;199.0;47759.6;telefono;no;2;se niega a pagar y menciona que iniciara un reclamo;0
420;256.0;33140.49;visita;no;0;se deja mensaje en el contestador con los datos de contacto;0
421;36.0;35428.63;visita;si;2;atiende y pide volver a llamar en horario de la tarde;1
422;145.0;115397.8;telefono;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
423;98.0;39768.87;visita;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
424;150.0;32118.1;email;si;0;consulta el monto exacto para ponerse al dia esta semana;0
425;85.0;6467.05;email;si;0;se envia detalle de la deuda por el canal habitual;1
426;35.0;45808.64;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
427;187.0;65143.51;email;si;1;toma nota de la gestion sin comprometer una fecha;0
428;101.0;71092.09;whatsapp;si;0;se envia detalle de la deuda por el canal habitual;0
429;103.0;33767.04;telefono;si;0;toma nota de la gestion sin comprometer una fecha;0
430;54.0;84513.4;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
431;126.0;29682.98;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
432;24.0;146489.8;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;1
433;81.0;69253.9;email;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
434;145.0;67174.4;whatsapp;si;1;se envia detalle de la deuda por el canal habitual;1
435;176.0;90837.02;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
436;26.0;82805.26;whatsapp;si;5;toma nota de la gestion sin comprometer una fecha;1
437;257.0;143799.64;visita;no;0;atendio un tercero que dice no conocer al titular;0
438;155.0;48486.47;visita;si;0;atiende y pide volver a llamar en horario de la tarde;0
439;159.0;9152.51;whatsapp;si;2;solicita que le enviemos los datos de la cuenta por escrito;0
440;28.0;153680.32;email;si;1;toma nota de la gestion sin comprometer una fecha;1
441;133.0;35339.1;email;no;1;no atiende el telefono, el numero figura fuera de servicio;0
442;204.0;14681.34;whatsapp;si;0;atiende y pide volver a llamar en horario de la tarde;0
443;34.0;93004.44;visita;no;0;toma nota de la gestion sin comprometer una fecha;0
444;105.0;10081.73;telefono;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;1
445;105.0;19406.55;email;no;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
446;97.0;28354.56;visita;si;1;toma nota de la gestion sin comprometer una fecha;1
447;39.0;49727.13;telefono;no;0;se deja mensaje en el contestador con los datos de contacto;0
448;67.0;16414.95;whatsapp;no;1;atendio un tercero que dice no conocer al titular;0
449;189.0;142911.9;visita;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
450;164.0;4087.54;telefono;no;0;se deja mensaje en el contestador con los datos de contacto;0
451;165.0;11909.09;telefono;si;0;atiende y pide volver a llamar en horario de la tarde;0
452;190.0;45450.8;whatsapp;si;1;se deja mensaje en el contestador con los datos de contacto;0
453;47.0;106946.24;whatsapp;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;1
454;202.0;111851.94;whatsapp;no;0;atiende y pide volver a llamar en horario de la tarde;0
455;390.0;64395.16;whatsapp;no;1;se deja mensaje en el contestador con los datos de contacto;0
456;57.0;54484.25;email;no;2;atiende y pide volver a llamar en horario de la tarde;0
457;49.0;30981.7;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
458;57.0;52044.41;visita;si;0;se niega a pagar y menciona que iniciara un reclamo;0
459;137.0;22195.27;email;si;0;se deja mensaje en el contestador con los datos de contacto;0
460;231.0;966676.19;email;si;2;toma nota de la gestion sin comprometer una fecha;0
461;65.0;25121.54;whatsapp;no;1;se niega a pagar y menciona que iniciara un reclamo;0
462;148.0;42555.21;telefono;si;1;solicita que le enviemos los datos de la cuenta por escrito;1
463;54.0;37400.7;whatsapp;si;2;se deja mensaje en el contestador con los datos de contacto;1
464;73.0;38724.97;telefono;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
465;116.0;12967.25;email;no;1;se niega a pagar y menciona que iniciara un reclamo;0
466;183.0;9117.34;email;no;1;atiende y pide volver a llamar en horario de la tarde;0
467;58.0;55898.32;email;no;0;no atiende el telefono, el numero figura fuera de servicio;0
468;36.0;116930.93;email;si;0;atiende y pide volver a llamar en horario de la tarde;0
469;35.0;41072.63;visita;no;2;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
470;166.0;74454.31;visita;no;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
471;150.0;122524.1;whatsapp;si;1;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
472;260.0;60126.82;telefono;si;2;atiende y pide volver a llamar en horario de la tarde;0
473;114.0;20399.98;email;si;0;se deja mensaje en el contestador con los datos de contacto;0
474;266.0;24100.13;whatsapp;no;2;atiende y pide volver a llamar en horario de la tarde;0
475;96.0;17063.49;email;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
476;97.0;92584.92;email;si;0;pide plan de pagos en tres cuotas y deja telefono alternativo;0
477;245.0;53301.0;whatsapp;si;1;atendio un tercero que dice no conocer al titular;0
478;140.0;20930.59;email;si;1;toma nota de la gestion sin comprometer una fecha;0
479;164.0;79924.45;whatsapp;si;1;pide plan de pagos en tres cuotas y deja telefono alternativo;0
480;14.0;34683.96;visita;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
481;36.0;11701.62;visita;no;1;toma nota de la gestion sin comprometer una fecha;0
482;45.0;44045.2;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;1
483;65.0;79668.44;telefono;si;2;solicita que le enviemos los datos de la cuenta por escrito;1
484;156.0;31309.89;whatsapp;si;1;atiende y pide volver a llamar en horario de la tarde;0
485;53.0;26478.51;email;si;1;consulta el monto exacto para ponerse al dia esta semana;1
486;294.0;18316.19;visita;no;0;atendio un tercero que dice no conocer al titular;0
487;76.0;87164.74;visita;si;2;pide plan de pagos en tres cuotas y deja telefono alternativo;1
488;118.0;84625.45;email;no;0;se deja mensaje en el contestador con los datos de contacto;0
489;133.0;72699.91;visita;si;1;consulta el monto exacto para ponerse al dia esta semana;1
490;127.0;23692.2;visita;si;0;sin respuesta a los mensajes, la direccion registrada es incorrecta;0
491;239.0;34607.45;whatsapp;no;0;se deja mensaje en el contestador con los datos de contacto;0
492;101.0;18298.69;visita;no;1;atendio un tercero que dice no conocer al titular;0
493;44.0;64147.43;email;no;1;no atiende el telefono, el numero figura fuera de servicio;0
494;345.0;114625.32;whatsapp;si;1;solicita que le enviemos los datos de la cuenta por escrito;0
495;35.0;21904.67;whatsapp;no;0;se envia detalle de la deuda por el canal habitual;0
496;245.0;41594.48;visita;no;0;se deja mensaje en el contestador con los datos de contacto;0
497;41.0;7895.84;telefono;si;0;manifiesta intencion de regularizar apenas cobre el sueldo;1
498;302.0;24162.04;email;si;0;solicita que le enviemos los datos de la cuenta por escrito;0
499;70.0;77580.47;telefono;si;1;manifiesta intencion de regularizar apenas cobre el sueldo;0
500;104.0;53304.12;email;si;2;manifiesta intencion de regularizar apenas cobre el sueldo;1
501;255.0;7967.79;telefono;no;1;atendio un tercero que dice no conocer al titular;0
